name,component,carrier,bus0,bus1,r,x,b,s_nom,x_pu_eff,r_pu_eff,v_nom
1370,line,AC,BEIW32,BEAT22,0.822,2.262,291.875,321.0,1.5664819944598337e-05,5.692520775623269e-06,380.0
1371,line,AC,BEAT21,BLHI1J,0.002,0.006,4.645,321.0,4.155124653739612e-08,1.3850415512465374e-08,380.0
1372,line,AC,BEAT21,BLHI1J,0.002,0.006,4.645,321.0,4.155124653739612e-08,1.3850415512465374e-08,380.0
1373,line,AC,SASA11,BBWO21,0.0009,0.0064,5.1271,277.0,4.43213296398892e-08,6.232686980609418e-09,380.0
1374,line,AC,BBWO21,BBWW31,0.3875,0.9335,103.7511,277.0,6.464681440443213e-06,2.6835180055401663e-06,380.0
1375,line,AC,DUDW31,DUDO11,1.8160181359044993,6.818227731864095,110.66934383451733,172.0,4.721764357246603e-05,1.2576302880225064e-05,380.0
1376,line,AC,DUDW32,DUDO12,1.8160181359044993,6.818227731864095,110.66934383451733,172.0,4.721764357246603e-05,1.2576302880225064e-05,380.0
1377,line,AC,BRFO11,BRST21,0.001209046,0.005961656,3.8508416,369.0,4.1285706371191135e-08,8.372894736842106e-09,380.0
1378,line,AC,BRFO11,BRST22,0.001209046,0.005961656,3.8508416,369.0,4.1285706371191135e-08,8.372894736842106e-09,380.0
1379,line,AC,BRST21,EAAW61,0.7715331046329164,3.2714908515927688,411.03997288999994,344.0,2.2655753819894522e-05,5.343027040394158e-06,380.0
1380,line,AC,BRST22,EAAW62,0.7715331046329164,3.2714908515927688,411.03997288999994,344.0,2.2655753819894522e-05,5.343027040394158e-06,380.0
1381,line,AC,TEAL1-,SGRO21,0.0013,0.0102,25.8834,419.0,7.063711911357341e-08,9.002770083102493e-09,380.0
1382,line,AC,TEAL1-,SGRO22,0.0013,0.0102,25.8834,419.0,7.063711911357341e-08,9.002770083102493e-09,380.0
1383,line,AC,TEAL1-,SGRO23,0.0013,0.0102,25.8834,419.0,7.063711911357341e-08,9.002770083102493e-09,380.0
1384,line,AC,SGRO21,SGRW61,0.4815,2.0918,279.4322,362.0,1.4486149584487536e-05,3.3344875346260386e-06,380.0
1385,line,AC,SGRO22,SGRW62,0.4815,2.0918,279.4322,362.0,1.4486149584487536e-05,3.3344875346260386e-06,380.0
1386,line,AC,SGRO22,SGRW62,0.4815,2.0918,279.4322,362.0,1.4486149584487536e-05,3.3344875346260386e-06,380.0
1387,line,AC,GALO11,LEIS11,0.01,0.03,0.38,208.0,2.077562326869806e-07,6.925207756232687e-08,380.0
1388,line,AC,GALO12,LEIS11,0.01,0.03,0.38,208.0,2.077562326869806e-07,6.925207756232687e-08,380.0
1389,line,AC,GALO11,GANW31,1.23,2.83,58.379999999999995,180.6,1.9598337950138503e-05,8.518005540166205e-06,380.0
1390,line,AC,GALO12,GANW32,1.23,2.83,58.379999999999995,180.6,1.9598337950138503e-05,8.518005540166205e-06,380.0
1391,line,AC,GGON11,LEIS11,0.0001,0.0001,0.0001,180.0,6.925207756232687e-10,6.925207756232687e-10,380.0
1392,line,AC,GGON12,LEIS11,0.0001,0.0001,0.0001,180.0,6.925207756232687e-10,6.925207756232687e-10,380.0
1393,line,AC,GGON13,LEIS11,0.0001,0.0001,0.0001,180.0,6.925207756232687e-10,6.925207756232687e-10,380.0
1394,line,AC,GREG31,GGON11,1.04,3.17,59.93,180.0,2.195290858725762e-05,7.202216066481995e-06,380.0
1395,line,AC,GREG33,GGON12,1.04,3.17,59.93,180.0,2.195290858725762e-05,7.202216066481995e-06,380.0
1396,line,AC,GREG35,GGON13,1.04,3.17,59.93,180.0,2.195290858725762e-05,7.202216066481995e-06,380.0
1397,line,AC,GREG33,GREG3A,0.36,1.07,20.5,150.0,7.409972299168975e-06,2.493074792243767e-06,380.0
1398,line,AC,CLTO11,GUNS31,0.3254,0.8061,15.5518,158.0,5.582409972299169e-06,2.2534626038781166e-06,380.0
1399,line,AC,GWYO11,GWBW31,0.973,2.5403,37.6879,149.0,1.7592105263157894e-05,6.7382271468144045e-06,380.0
1400,line,AC,GWYO11,GWBW32,0.973,2.5403,37.6879,149.0,1.7592105263157894e-05,6.7382271468144045e-06,380.0
1401,line,AC,GWYO12,GWAW31,0.8763,2.3371,34.6335,149.0,1.6184903047091413e-05,6.068559556786703e-06,380.0
1402,line,AC,GWYO12,GWAW32,0.8763,2.3371,34.6335,149.0,1.6184903047091413e-05,6.068559556786703e-06,380.0
1403,line,AC,KILL41,HOWA21,0.000387,0.007298,5.7608,1328.0,5.054016620498615e-08,2.6800554016620496e-09,380.0
1404,line,AC,KILL41,HOWA21,0.000387,0.007298,5.760827,1328.0,5.054016620498615e-08,2.6800554016620496e-09,380.0
1405,line,AC,HOWA21,HOWR2A,0.6838420000000001,3.270059,292.128289,380.0,2.2645837950138504e-05,4.735747922437673e-06,380.0
1406,line,AC,HOWR2A,HOWW3A,0.492396,1.641322,175.1469,380.0,1.1366495844875346e-05,3.40994459833795e-06,380.0
1407,line,AC,HOWA21,HOWR2A,0.6962790000000001,3.1954719999999996,303.89725500000003,380.0,2.2129307479224375e-05,4.82187673130194e-06,380.0
1408,line,AC,HOWR2A,HOWW3B,0.47735599999999995,1.7154960000000001,203.09720000000002,380.0,1.1880166204986151e-05,3.3057894736842103e-06,380.0
1409,line,AC,HOWA21,HOWR2A,0.6809,3.2601,291.07,380.0,2.2576869806094184e-05,4.7153739612188366e-06,380.0
1410,line,AC,HOWR2A,HOWW3C,0.632232,2.107438,224.88660000000002,380.0,1.4594445983379502e-05,4.378337950138504e-06,380.0
1411,line,AC,HOWW3A,HOWW3B,0.157562,0.304959,34.59968,364.0,2.111904432132964e-06,1.0911495844875347e-06,380.0
1412,line,AC,HOWW3B,HOWW3C,0.178058,0.344628,39.100449999999995,364.0,2.3866204986149584e-06,1.2330886426592798e-06,380.0
1413,line,AC,KILL41,HOWB21,0.0002,0.004,3.7,935.0,2.7700831024930747e-08,1.3850415512465375e-09,380.0
1414,line,AC,KILL41,HOWB21,0.0002,0.004,3.7,935.0,2.7700831024930747e-08,1.3850415512465375e-09,380.0
1415,line,AC,HOWB21,HOWR2B,0.59,2.69,338.42,415.0,1.8628808864265926e-05,4.0858725761772854e-06,380.0
1416,line,AC,HOWR2B,HOWW6D,0.4,1.5,165.42,412.0,1.0387811634349031e-05,2.770083102493075e-06,380.0
1417,line,AC,HOWB21,HOWR2B,0.59,2.69,337.97,415.0,1.8628808864265926e-05,4.0858725761772854e-06,380.0
1418,line,AC,HOWR2B,HOWW6D,0.42,1.52,169.26,412.0,1.0526315789473684e-05,2.9085872576177282e-06,380.0
1419,line,AC,HOWB21,HOWR2B,0.59,2.69,382.85,220.0,1.8628808864265926e-05,4.0858725761772854e-06,380.0
1420,line,AC,HOWR2B,HOWW6D,0.42,1.54,170.9,220.0,1.0664819944598338e-05,2.9085872576177282e-06,380.0
1421,line,AC,HUMO11,HUMW31,1.4169999999999998,3.447,46.189,121.0,2.3871191135734073e-05,9.813019390581716e-06,380.0
1422,line,AC,HUMO12,HUMW32,1.4169999999999998,3.447,46.189,121.0,2.3871191135734073e-05,9.813019390581716e-06,380.0
1423,line,AC,HUMO11,HEDO21,0.0001,0.0001,0.0001,160.0,6.925207756232687e-10,6.925207756232687e-10,380.0
1424,line,AC,HUMO12,HEDO21,0.0001,0.0001,0.0001,160.0,6.925207756232687e-10,6.925207756232687e-10,380.0
1425,line,AC,LINO11,WALP11,9.43e-05,0.001641,1.6336,492.0,1.136426592797784e-08,6.530470914127424e-10,380.0
1426,line,AC,LINO11,LINO13,0.000178,0.002903,1.491377,301.0,2.0103878116343493e-08,1.2326869806094183e-09,380.0
1427,line,AC,LINO12,LINO14,0.000108,0.001755,0.901763,301.0,1.2153739612188366e-08,7.479224376731301e-10,380.0
1428,line,AC,LINO13,LINS31,2.0442,4.3446,69.5405,152.0,3.008725761772853e-05,1.415650969529086e-05,380.0
1429,line,AC,LINO14,LINS32,2.0442,4.3446,69.5405,152.0,3.008725761772853e-05,1.415650969529086e-05,380.0
1430,line,AC,CLEH41,LONO11,0.00021,0.0005200000000000001,0.7641343999999999,360.0,3.6011080332409978e-09,1.4542936288088642e-09,380.0
1431,line,AC,CLEH41,LONO12,0.00034125,0.0008449999999999999,1.2417183999999999,360.0,5.8518005540166205e-09,2.363227146814404e-09,380.0
1432,line,AC,LONO11,LOAW31,1.58289,2.9755,73.1044,167.0,2.060595567867036e-05,1.0961842105263157e-05,380.0
1433,line,AC,LONO12,LOYW31,1.58366,2.9776,73.1539,167.0,2.0620498614958447e-05,1.0967174515235457e-05,380.0
1434,line,AC,LONO13,LOAW32,1.54875,2.9125,71.5816,167.0,2.0169667590027702e-05,1.0725415512465374e-05,380.0
1435,line,AC,LONO14,LOAW34,1.54919,2.9137,71.6099,167.0,2.017797783933518e-05,1.0728462603878116e-05,380.0
1436,line,AC,MOWE61,MORO21,0.632,2.405,284.21,312.0,1.665512465373961e-05,4.376731301939058e-06,380.0
1437,line,AC,MOWE62,MORO22,0.632,2.405,304.75,312.0,1.665512465373961e-05,4.376731301939058e-06,380.0
1438,line,AC,MOWE63,MORO23,0.632,2.405,286.49,312.0,1.665512465373961e-05,4.376731301939058e-06,380.0
1439,line,AC,NEDE2K,MORO21,0.0027,0.001,0.27,398.0,6.925207756232687e-09,1.8698060941828255e-08,380.0
1440,line,AC,NEDE2K,MORO22,0.0043,0.002,0.42,398.0,1.3850415512465374e-08,2.9778393351800553e-08,380.0
1441,line,AC,NEDE2K,MORO23,0.001,0.003,0.67,398.0,2.077562326869806e-08,6.925207756232687e-09,380.0
1442,line,AC,ORMO31,ORMW31,0.7323000000000001,3.104,46.68,158.0,2.1495844875346262e-05,5.071329639889197e-06,380.0
1443,line,AC,RACW33,RACO22,0.487,2.1111,247.8447,302.0,1.4619806094182825e-05,3.3725761772853184e-06,380.0
1444,line,AC,RACW31,RACO21,0.4934,2.1359,250.7489,302.0,1.4791551246537396e-05,3.4168975069252076e-06,380.0
1445,line,AC,WALP11,RACO21,9.999999999999999e-05,0.0011,0.8092999999999999,450.0,7.617728531855956e-09,6.925207756232686e-10,380.0
1446,line,AC,WALP11,RACO22,9.999999999999999e-05,0.0011,0.8092999999999999,450.0,7.617728531855956e-09,6.925207756232686e-10,380.0
1447,line,AC,RACW31,RACW33,0.0433,0.1661,19.4582,302.0,1.1502770083102494e-06,2.9986149584487535e-07,380.0
1448,line,AC,BOLN11,TWNE11,0.0028,0.0042,4.4179,411.0,2.9085872576177283e-08,1.9390581717451524e-08,380.0
1449,line,AC,BOLN11,TWNE12,0.0036,0.0053,5.6068,411.0,3.670360110803324e-08,2.4930747922437672e-08,380.0
1450,line,AC,TWNE11,RAMW3A,0.7285,1.9531,75.9552,210.0,1.3525623268698061e-05,5.045013850415513e-06,380.0
1451,line,AC,TWNE12,RAMW3B,0.7275,1.9502,75.842,210.0,1.3505540166204985e-05,5.03808864265928e-06,380.0
1452,line,AC,RORE31,RREW11,0.78,1.17,12.06,103.0,8.102493074792243e-06,5.401662049861496e-06,380.0
1453,line,AC,RORW31,RRWW11,0.78,1.17,12.06,103.0,8.102493074792243e-06,5.401662049861496e-06,380.0
1454,line,AC,SSAW31,SALL11,1.0219,3.6202,55.2715,178.0,2.5070637119113573e-05,7.076869806094183e-06,380.0
1455,line,AC,SSBW31,SALL12,0.9695,3.4676,53.1915,178.0,2.4013850415512467e-05,6.7139889196675904e-06,380.0
1456,line,AC,THAW11,THOW31,0.9305,1.9682,33.0484,155.0,1.3630193905817174e-05,6.4439058171745155e-06,380.0
1457,line,AC,THAW12,THOW32,0.9305,1.9682,33.0484,155.0,1.3630193905817174e-05,6.4439058171745155e-06,380.0
1458,line,AC,TKNO22,TKNW61,0.57,3.15,313.0,427.0,2.1814404432132964e-05,3.9473684210526315e-06,380.0
1459,line,AC,TKNO21,TKNE61,0.56,3.13,310.0,427.0,2.167590027700831e-05,3.878116343490305e-06,380.0
1460,line,AC,BICF11,TKNO21,0.004,0.02,18.6,505.0,1.3850415512465375e-07,2.7700831024930747e-08,380.0
1461,line,AC,BICF11,TKNO22,0.004,0.02,16.5,505.0,1.3850415512465375e-07,2.7700831024930747e-08,380.0
1462,line,AC,WAAO11,WAAO1A,0.076045,0.13688,3.553937,192.0,9.479224376731302e-07,5.266274238227147e-07,380.0
1463,line,AC,WAAO1A,WAAW31,1.2943069999999999,2.329752,55.05765,164.0,1.6134016620498616e-05,8.96334487534626e-06,380.0
1464,line,AC,WABO11,WABO1A,0.15,0.27,6.384,192.0,1.8698060941828257e-06,1.038781163434903e-06,380.0
1465,line,AC,WABO1A,WABW31,1.266,2.279,53.869,164.0,1.5782548476454293e-05,8.767313019390582e-06,380.0
1466,line,AC,WOWE21,WACW31,0.9432,1.99,251.59,347.0,1.3781163434903048e-05,6.53185595567867e-06,380.0
1467,line,AC,WADW31,WACW31,0.48260000000000003,0.6719,50.0868,220.0,4.653047091412743e-06,3.342105263157895e-06,380.0
1468,line,AC,WOWE22,WADW31,0.7713,1.6434,207.5336,347.0,1.1380886426592797e-05,5.341412742382271e-06,380.0
1469,line,AC,MIDL41,WOWE21,0.0015,0.0023,2.7143,470.0,1.592797783933518e-08,1.038781163434903e-08,380.0
1470,line,AC,MIDL41,WOWE22,0.0015,0.0023,2.7143,470.0,1.592797783933518e-08,1.038781163434903e-08,380.0
1471,line,AC,WDSW31,WDSO11,0.6629999999999999,1.9978,69.3823,209.0,1.3835180055401662e-05,4.591412742382271e-06,380.0
1472,line,AC,WDSW32,WDSO12,0.6629999999999999,1.9978,69.3823,209.0,1.3835180055401662e-05,4.591412742382271e-06,380.0
1473,line,AC,HEYS11,WDSO11,0.0004,0.0024,1.7417,346.0,1.6620498614958446e-08,2.770083102493075e-09,380.0
1474,line,AC,HEYS11,WDSO12,0.0004,0.0024,1.7417,346.0,1.6620498614958446e-08,2.770083102493075e-09,380.0
1475,line,AC,WERO11,WERW31,0.2949,1.4823,45.7125,140.0,1.0265235457063712e-05,2.0422437673130195e-06,380.0
1476,line,AC,HEDO21,WERO11,0.003,0.0122,1.2704,256.78086234910495,8.448753462603878e-08,2.077562326869806e-08,380.0
1477,line,AC,HEDO21,WERO11,0.0026999999999999997,0.0109,1.1357000000000002,256.78086234910495,7.548476454293628e-08,1.869806094182825e-08,380.0
2925,line,AC,CREB2A,CREB21,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2926,line,AC,CREB2B,CREB22,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2927,line,AC,BOSO11,HEYS11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2928,line,AC,DUDO11,NECT4A,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2929,line,AC,BRST22,BRST22,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2930,line,AC,ORMO31,HEYS11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2931,line,AC,SALL11,NORM11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2932,line,AC,SALL12,NORM11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2933,line,AC,GUNS31,BRFO11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2934,line,AC,LONO11,LONO41,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2935,line,AC,LONO12,LONO42,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2936,line,AC,SASA11,BODE42,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2937,line,AC,BEAT4A,BEAT21,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2938,line,AC,BLHI41,BLHI1J,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2939,line,AC,BLHI42,BLHI1J,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2940,line,AC,LINO11,WALP11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2941,line,AC,LINO42,WALP11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2942,line,AC,RORE31,HARK11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2943,line,AC,RORW31,HARK12,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2944,line,AC,THAW11,RICH11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2945,line,AC,THAW12,RICH11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2946,line,AC,WAAO11,HEYS11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2947,line,AC,WABO11,STAH11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
2948,line,AC,GANW14,SIZE11,0.0001,0.0001,0.0001,9999.0,6.925207756232687e-10,6.925207756232687e-10,380.0
